"","number_in_list","fold_enrichment","fdr","expected","number_in_reference","pValue","plus_minus","term.id","term.label"
"5525",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:1903727","positive regulation of phospholipid metabolic process"
"5526",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0060967","negative regulation of gene silencing by regulatory ncRNA"
"5527",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:1904177","regulation of adipose tissue development"
"5528",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0008211","glucocorticoid metabolic process"
"5529",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0003376","sphingosine-1-phosphate receptor signaling pathway"
"5530",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0060766","negative regulation of androgen receptor signaling pathway"
"5531",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0014898","cardiac muscle hypertrophy in response to stress"
"5532",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0014887","cardiac muscle adaptation"
"5533",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0002890","negative regulation of immunoglobulin mediated immune response"
"5534",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0003299","muscle hypertrophy in response to stress"
"5535",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0046348","amino sugar catabolic process"
"5536",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0034310","primary alcohol catabolic process"
"5537",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0002713","negative regulation of B cell mediated immunity"
"5538",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0045842","positive regulation of mitotic metaphase/anaphase transition"
"5539",0,0,1,0.248397435897436,15,0.999999999947766,"-","GO:0003188","heart valve formation"
"5540",5,1.0031079198371,1,4.98450854700855,301,0.999999999948787,"+","GO:1904062","regulation of monoatomic cation transmembrane transport"
"5541",3,0.924292297564187,1,3.2457264957265,196,0.99999999994932,"-","GO:0006260","DNA replication"
"5542",0,0,1,0.844551282051282,51,0.999999999949498,"-","GO:0006479","protein methylation"
"5543",0,0,1,0.844551282051282,51,0.999999999949498,"-","GO:1901799","negative regulation of proteasomal protein catabolic process"
"5544",0,0,1,0.844551282051282,51,0.999999999949498,"-","GO:0140374","antiviral innate immune response"
"5545",0,0,1,0.844551282051282,51,0.999999999949498,"-","GO:1901570","fatty acid derivative biosynthetic process"
"5546",0,0,1,0.844551282051282,51,0.999999999949498,"-","GO:0031648","protein destabilization"
"5547",0,0,1,0.844551282051282,51,0.999999999949498,"-","GO:0051180","vitamin transport"
"5548",0,0,1,0.844551282051282,51,0.999999999949498,"-","GO:0097352","autophagosome maturation"
"5549",0,0,1,0.844551282051282,51,0.999999999949498,"-","GO:0008213","protein alkylation"
"5550",7,0.987639433222792,1,7.08760683760684,428,0.99999999994981,"-","GO:0009314","response to radiation"
"5551",1,0.686217008797654,1,1.45726495726496,88,0.999999999952172,"-","GO:0051591","response to cAMP"
"5552",1,0.686217008797654,1,1.45726495726496,88,0.999999999952172,"-","GO:0008306","associative learning"
"5553",1,0.686217008797654,1,1.45726495726496,88,0.999999999952172,"-","GO:0042180","cellular ketone metabolic process"
"5554",1,0.686217008797654,1,1.45726495726496,88,0.999999999952172,"-","GO:0022405","hair cycle process"
"5555",1,0.686217008797654,1,1.45726495726496,88,0.999999999952172,"-","GO:0022404","molting cycle process"
"5556",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0002664","regulation of T cell tolerance induction"
"5557",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0045793","positive regulation of cell size"
"5558",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0010225","response to UV-C"
"5559",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0021794","thalamus development"
"5560",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway"
"5561",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1903238","positive regulation of leukocyte tethering or rolling"
"5562",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0003084","positive regulation of systemic arterial blood pressure"
"5563",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0021702","cerebellar Purkinje cell differentiation"
"5564",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0060456","positive regulation of digestive system process"
"5565",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0060402","calcium ion transport into cytosol"
"5566",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0006971","hypotonic response"
"5567",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0034139","regulation of toll-like receptor 3 signaling pathway"
"5568",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0034138","toll-like receptor 3 signaling pathway"
"5569",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0034111","negative regulation of homotypic cell-cell adhesion"
"5570",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0071941","nitrogen cycle metabolic process"
"5571",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0072393","microtubule anchoring at microtubule organizing center"
"5572",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0033604","negative regulation of catecholamine secretion"
"5573",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0019321","pentose metabolic process"
"5574",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0060333","type II interferon-mediated signaling pathway"
"5575",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0110156","methylguanosine-cap decapping"
"5576",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0071801","regulation of podosome assembly"
"5577",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1903054","negative regulation of extracellular matrix organization"
"5578",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0001946","lymphangiogenesis"
"5579",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0021514","ventral spinal cord interneuron differentiation"
"5580",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0060287","epithelial cilium movement involved in determination of left/right asymmetry"
"5581",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0060213","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"
"5582",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0002357","defense response to tumor cell"
"5583",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0002327","immature B cell differentiation"
"5584",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0007144","female meiosis I"
"5585",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0032958","inositol phosphate biosynthetic process"
"5586",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0001771","immunological synapse formation"
"5587",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0072087","renal vesicle development"
"5588",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0001711","endodermal cell fate commitment"
"5589",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:2000551","regulation of T-helper 2 cell cytokine production"
"5590",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0060026","convergent extension"
"5591",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0006586","indolalkylamine metabolic process"
"5592",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1901862","negative regulation of muscle tissue development"
"5593",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0033275","actin-myosin filament sliding"
"5594",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0033235","positive regulation of protein sumoylation"
"5595",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0001682","tRNA 5'-leader removal"
"5596",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0014061","regulation of norepinephrine secretion"
"5597",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0006448","regulation of translational elongation"
"5598",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0002024","diet induced thermogenesis"
"5599",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0070914","UV-damage excision repair"
"5600",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0018394","peptidyl-lysine acetylation"
"5601",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0006388","tRNA splicing, via endonucleolytic cleavage and ligation"
"5602",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0071389","cellular response to mineralocorticoid stimulus"
"5603",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process"
"5604",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0045039","protein insertion into mitochondrial inner membrane"
"5605",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0045006","DNA deamination"
"5606",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0070863","positive regulation of protein exit from endoplasmic reticulum"
"5607",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0090435","protein localization to nuclear envelope"
"5608",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1902001","fatty acid transmembrane transport"
"5609",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0071257","cellular response to electrical stimulus"
"5610",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0071233","cellular response to leucine"
"5611",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1905939","regulation of gonad development"
"5612",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1901526","positive regulation of mitophagy"
"5613",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0032490","detection of molecule of bacterial origin"
"5614",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0099500","vesicle fusion to plasma membrane"
"5615",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0006167","AMP biosynthetic process"
"5616",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0040015","negative regulation of multicellular organism growth"
"5617",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0075509","endocytosis involved in viral entry into host cell"
"5618",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0043928","exonucleolytic catabolism of deadenylated mRNA"
"5619",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0090232","positive regulation of spindle checkpoint"
"5620",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0048742","regulation of skeletal muscle fiber development"
"5621",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0000722","telomere maintenance via recombination"
"5622",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0009950","dorsal/ventral axis specification"
"5623",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0090178","regulation of establishment of planar polarity involved in neural tube closure"
"5624",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0090158","endoplasmic reticulum membrane organization"
"5625",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0106074","aminoacyl-tRNA metabolism involved in translational fidelity"
"5626",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0070417","cellular response to cold"
"5627",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0120263","positive regulation of heterochromatin organization"
"5628",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0048521","negative regulation of behavior"
"5629",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0051231","spindle elongation"
"5630",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0070365","hepatocyte differentiation"
"5631",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway"
"5632",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0043508","negative regulation of JUN kinase activity"
"5633",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0043501","skeletal muscle adaptation"
"5634",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0070294","renal sodium ion absorption"
"5635",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1904948","midbrain dopaminergic neuron differentiation"
"5636",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0036302","atrioventricular canal development"
"5637",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0035865","cellular response to potassium ion"
"5638",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0035845","photoreceptor cell outer segment organization"
"5639",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0051036","regulation of endosome size"
"5640",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0035810","positive regulation of urine volume"
"5641",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0031453","positive regulation of heterochromatin formation"
"5642",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0070170","regulation of tooth mineralization"
"5643",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0036295","cellular response to increased oxygen levels"
"5644",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1904816","positive regulation of protein localization to chromosome, telomeric region"
"5645",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0043383","negative T cell selection"
"5646",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0043353","enucleate erythrocyte differentiation"
"5647",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0043301","negative regulation of leukocyte degranulation"
"5648",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0030836","positive regulation of actin filament depolymerization"
"5649",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0035672","oligopeptide transmembrane transport"
"5650",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0043248","proteasome assembly"
"5651",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0009304","tRNA transcription"
"5652",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0042762","regulation of sulfur metabolic process"
"5653",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0042761","very long-chain fatty acid biosynthetic process"
"5654",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0016446","somatic hypermutation of immunoglobulin genes"
"5655",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0035589","G protein-coupled purinergic nucleotide receptor signaling pathway"
"5656",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0043174","nucleoside salvage"
"5657",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0031115","negative regulation of microtubule polymerization"
"5658",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0042670","retinal cone cell differentiation"
"5659",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0015851","nucleobase transport"
"5660",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0009174","pyrimidine ribonucleoside monophosphate biosynthetic process"
"5661",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0015838","amino-acid betaine transport"
"5662",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0031053","primary miRNA processing"
"5663",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0015816","glycine transport"
"5664",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1900044","regulation of protein K63-linked ubiquitination"
"5665",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0015780","nucleotide-sugar transmembrane transport"
"5666",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0010896","regulation of triglyceride catabolic process"
"5667",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1904322","cellular response to forskolin"
"5668",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1904321","response to forskolin"
"5669",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0010867","positive regulation of triglyceride biosynthetic process"
"5670",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1903817","negative regulation of voltage-gated potassium channel activity"
"5671",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0097499","protein localization to non-motile cilium"
"5672",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0016078","tRNA catabolic process"
"5673",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0061469","regulation of type B pancreatic cell proliferation"
"5674",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0046655","folic acid metabolic process"
"5675",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0060911","cardiac cell fate commitment"
"5676",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1904152","regulation of retrograde protein transport, ER to cytosol"
"5677",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0034638","phosphatidylcholine catabolic process"
"5678",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1903624","regulation of DNA catabolic process"
"5679",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0060732","positive regulation of inositol phosphate biosynthetic process"
"5680",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0097178","ruffle assembly"
"5681",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0010457","centriole-centriole cohesion"
"5682",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0045989","positive regulation of striated muscle contraction"
"5683",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0045956","positive regulation of calcium ion-dependent exocytosis"
"5684",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0019627","urea metabolic process"
"5685",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0007603","phototransduction, visible light"
"5686",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0034397","telomere localization"
"5687",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0034392","negative regulation of smooth muscle cell apoptotic process"
"5688",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0046325","negative regulation of glucose import"
"5689",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:1902902","negative regulation of autophagosome assembly"
"5690",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0045838","positive regulation of membrane potential"
"5691",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0045837","negative regulation of membrane potential"
"5692",0,0,1,0.215277777777778,13,0.999999999953183,"-","GO:0003174","mitral valve development"
"5693",1,0.929032258064516,1,1.07638888888889,65,0.999999999953535,"-","GO:0006024","glycosaminoglycan biosynthetic process"
"5694",1,0.929032258064516,1,1.07638888888889,65,0.999999999953535,"-","GO:0030888","regulation of B cell proliferation"
"5695",1,0.929032258064516,1,1.07638888888889,65,0.999999999953535,"-","GO:0062208","positive regulation of pattern recognition receptor signaling pathway"
"5696",1,0.929032258064516,1,1.07638888888889,65,0.999999999953535,"-","GO:0042440","pigment metabolic process"
"5697",2,0.727555382821609,1,2.74893162393162,166,0.999999999953939,"-","GO:0140014","mitotic nuclear division"
"5698",6,0.943548387096774,1,6.35897435897436,384,0.999999999954751,"-","GO:0009150","purine ribonucleotide metabolic process"
"5699",3,0.812382467814263,1,3.69284188034188,223,0.999999999955324,"-","GO:0050953","sensory perception of light stimulus"
"5700",3,0.812382467814263,1,3.69284188034188,223,0.999999999955324,"-","GO:0050821","protein stabilization"
"5701",6,0.929032258064516,1,6.45833333333333,390,0.999999999955381,"-","GO:0010498","proteasomal protein catabolic process"
"5702",0,0,1,0.861111111111111,52,0.999999999955516,"-","GO:0034198","cellular response to amino acid starvation"
"5703",0,0,1,0.861111111111111,52,0.999999999955516,"-","GO:1904263","positive regulation of TORC1 signaling"
"5704",6,0.892420149372319,1,6.7232905982906,406,0.999999999955764,"-","GO:0009259","ribonucleotide metabolic process"
"5705",0,0,1,0.977029914529915,59,0.999999999956386,"-","GO:0032786","positive regulation of DNA-templated transcription, elongation"
"5706",0,0,1,0.977029914529915,59,0.999999999956386,"-","GO:0051339","regulation of lyase activity"
"5707",0,0,1,0.977029914529915,59,0.999999999956386,"-","GO:0051123","RNA polymerase II preinitiation complex assembly"
"5708",0,0,1,0.977029914529915,59,0.999999999956386,"-","GO:0010965","regulation of mitotic sister chromatid separation"
"5709",3,0.979250217959895,1,3.06356837606838,185,0.999999999956424,"-","GO:0006109","regulation of carbohydrate metabolic process"
"5710",3,0.979250217959895,1,3.06356837606838,185,0.999999999956424,"-","GO:0043487","regulation of RNA stability"
"5711",3,0.979250217959895,1,3.06356837606838,185,0.999999999956424,"-","GO:0002706","regulation of lymphocyte mediated immunity"
"5712",3,0.888045540796964,1,3.37820512820513,204,0.999999999956665,"-","GO:0032271","regulation of protein polymerization"
"5713",5,0.949482653682289,1,5.26602564102564,318,0.999999999957394,"-","GO:0009416","response to light stimulus"
"5714",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0019400","alditol metabolic process"
"5715",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0045652","regulation of megakaryocyte differentiation"
"5716",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0060343","trabecula formation"
"5717",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0045591","positive regulation of regulatory T cell differentiation"
"5718",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0021533","cell differentiation in hindbrain"
"5719",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:2000773","negative regulation of cellular senescence"
"5720",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0001881","receptor recycling"
"5721",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0002204","somatic recombination of immunoglobulin genes involved in immune response"
"5722",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0007099","centriole replication"
"5723",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0007097","nuclear migration"
"5724",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0001773","myeloid dendritic cell activation"
"5725",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0007042","lysosomal lumen acidification"
"5726",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0032891","negative regulation of organic acid transport"
"5727",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0045292","mRNA cis splicing, via spliceosome"
"5728",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0051957","positive regulation of amino acid transport"
"5729",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0033233","regulation of protein sumoylation"
"5730",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0045190","isotype switching"
"5731",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0032682","negative regulation of chemokine production"
"5732",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:2000311","regulation of AMPA receptor activity"
"5733",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0071359","cellular response to dsRNA"
"5734",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0006213","pyrimidine nucleoside metabolic process"
"5735",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen"
"5736",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0016973","poly(A)+ mRNA export from nucleus"
"5737",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0098719","sodium ion import across plasma membrane"
"5738",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0050650","chondroitin sulfate proteoglycan biosynthetic process"
"5739",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0036336","dendritic cell migration"
"5740",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0000380","alternative mRNA splicing, via spliceosome"
"5741",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0017145","stem cell division"
"5742",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:1904862","inhibitory synapse assembly"
"5743",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0050482","arachidonic acid secretion"
"5744",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0036158","outer dynein arm assembly"
"5745",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0035601","protein deacylation"
"5746",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0009162","deoxyribonucleoside monophosphate metabolic process"
"5747",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0009147","pyrimidine nucleoside triphosphate metabolic process"
"5748",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0042554","superoxide anion generation"
"5749",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0030539","male genitalia development"
"5750",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:1903963","arachidonate transport"
"5751",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0046847","filopodium assembly"
"5752",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0046823","negative regulation of nucleocytoplasmic transport"
"5753",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0046628","positive regulation of insulin receptor signaling pathway"
"5754",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I"
"5755",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0034508","centromere complex assembly"
"5756",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0060740","prostate gland epithelium morphogenesis"
"5757",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0034453","microtubule anchoring"
"5758",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0097150","neuronal stem cell population maintenance"
"5759",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0045947","negative regulation of translational initiation"
"5760",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0061162","establishment of monopolar cell polarity"
"5761",0,0,1,0.397435897435897,24,0.999999999957762,"-","GO:0097066","response to thyroid hormone"
"5762",1,0.678506705328017,1,1.47382478632479,89,0.999999999959661,"-","GO:0007269","neurotransmitter secretion"
"5763",1,0.678506705328017,1,1.47382478632479,89,0.999999999959661,"-","GO:1901879","regulation of protein depolymerization"
"5764",1,0.678506705328017,1,1.47382478632479,89,0.999999999959661,"-","GO:0099643","signal release from synapse"
"5765",1,0.678506705328017,1,1.47382478632479,89,0.999999999959661,"-","GO:0043648","dicarboxylic acid metabolic process"
"5766",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:1903241","U2-type prespliceosome assembly"
"5767",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0006921","cellular component disassembly involved in execution phase of apoptosis"
"5768",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0033617","mitochondrial cytochrome c oxidase assembly"
"5769",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0071875","adrenergic receptor signaling pathway"
"5770",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0002475","antigen processing and presentation via MHC class Ib"
"5771",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:1903020","positive regulation of glycoprotein metabolic process"
"5772",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0001919","regulation of receptor recycling"
"5773",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0007130","synaptonemal complex assembly"
"5774",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:1902455","negative regulation of stem cell population maintenance"
"5775",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0032925","regulation of activin receptor signaling pathway"
"5776",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:1902410","mitotic cytokinetic process"
"5777",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0060038","cardiac muscle cell proliferation"
"5778",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0006517","protein deglycosylation"
"5779",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0071539","protein localization to centrosome"
"5780",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0006378","mRNA polyadenylation"
"5781",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0070861","regulation of protein exit from endoplasmic reticulum"
"5782",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0099637","neurotransmitter receptor transport"
"5783",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0071294","cellular response to zinc ion"
"5784",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0071108","protein K48-linked deubiquitination"
"5785",0,0,1,0.413995726495726,25,0.999999999960094,"-","GO:0032331","negative regulation of chondrocyte differentiation"
